name,geom,key,value
Aeródromo Gaivota Aviação Agrícola,POINT (-58.7777475 -13.4631792),aeroway,aerodrome
Aeródromo Fazenda Nossa Senhora de Fátima,POINT (-52.1105576 -21.5388889),aeroway,aerodrome
Fazenda Vista Bonita,POINT (-51.8127785 -22.5033321),aeroway,aerodrome
Aeródromo SOLAG - Sol e Lua Aviação Agrícola,POINT (-56.0530409 -13.3313534),aeroway,aerodrome
Aeroporto Doutor Walter Beckert,POINT (-51.3281225 -23.9752399),aeroway,aerodrome
Fazenda Santa Fé,POINT (-47.8316689 -17.4638882),aeroway,aerodrome
Aeródromo Fazenda São João do Monte Alto,POINT (-55.2638893 -21.4972229),aeroway,aerodrome
Aeródromo Fazenda Jatobasso,POINT (-55.5333328 -22.4291668),aeroway,aerodrome
Aeródromo Fazenda Cibrapa,POINT (-52.0983315 -15.0383329),aeroway,aerodrome
Fazenda Ipanema,POINT (-47.5854738 -23.4261282),aeroway,aerodrome
Aeródromo Retiro Piúva,POINT (-56.7036095 -19.835556),aeroway,aerodrome
Aeródromo Fazenda Santa Lucinha,POINT (-56.7322235 -18.0233326),aeroway,aerodrome
Fazenda Yanduy,POINT (-51.8194427 -24.0774994),aeroway,aerodrome
Fazenda Ibiporã,POINT (-50.7985933 -21.4663398),aeroway,aerodrome
Aeródromo Fazenda Carrapicho,POINT (-55.3572235 -20.7469444),aeroway,aerodrome
Fazenda Anhumas II,POINT (-52.2913895 -22.0424995),aeroway,aerodrome
Aeródromo Colonial,POINT (-43.4052773 -15.4513893),aeroway,aerodrome
Aeródromo Fazenda Santa Edwiges,POINT (-53.393055 -22.6530552),aeroway,aerodrome
Aeródromo Monte Verde,POINT (-57.4997215 -9.947221799999999),aeroway,aerodrome
Aeródromo Fazenda Várzea Funda,POINT (-57.7267255 -16.5856214),aeroway,aerodrome
Aeródromo Fazenda São Marcos,POINT (-53.3422203 -15.4049997),aeroway,aerodrome
Aeródromo Estância Tara,POINT (-56.7247238 -20.0883331),aeroway,aerodrome
Fazenda Pedra Branca,POINT (-50.4639878 -24.626201),aeroway,aerodrome
Aeródromo Fazenda Sete,POINT (-56.4738884 -19.7855568),aeroway,aerodrome
Aeródromo Fazenda Cachoeirinha,POINT (-56.2688904 -20.3822212),aeroway,aerodrome
Aeródromo Fazenda Dois Irmãos,POINT (-57.2886124 -16.3872223),aeroway,aerodrome
Aeroporto Fazenda Dinorá,POINT (-50.6015141 -23.4126966),aeroway,aerodrome
Aeródromo Fazenda Firme,POINT (-57.0116653 -19.2594433),aeroway,aerodrome
Fazenda Santa Rita do Araguaia,POINT (-53.194125 -17.3214874),aeroway,aerodrome
Aeródromo Fazenda Jurema,POINT (-54.2463875 -21.8052788),aeroway,aerodrome
Aeródromo Fazenda Mudança,POINT (-60.8628091 -9.913134599999999),aeroway,aerodrome
Aeródromo Fazenda Planura,POINT (-59.6522217 -3.593611),aeroway,aerodrome
Aeródromo Fazenda Travessão,POINT (-60.1107278 -16.1560194),aeroway,aerodrome
Aeródromo Fazenda São Lourenço?,POINT (-57.001182 -17.718874),aeroway,aerodrome
Aeródromo Fazenda Yndiana,POINT (-57.4958344 -21.7783337),aeroway,aerodrome
Aeródromo Fazenda Jopejó,POINT (-55.8250008 -15),aeroway,aerodrome
Aeródromo Fazenda Boa Sorte,POINT (-53.5125773 -21.9076282),aeroway,aerodrome
Aeródromo Fazenda São Benedito,POINT (-57.8627777 -16.2705555),aeroway,aerodrome
Aeródromo Asa Delta,POINT (-53.2336121 -15.5713892),aeroway,aerodrome
Aeródromo Fazenda Araguari,POINT (-53.9577789 -13.3366671),aeroway,aerodrome
Aeródromo Fazenda Granja Santiago,POINT (-46.6599998 -17.1622219),aeroway,aerodrome
Fazenda Goiabeira,POINT (-49.1791687 -23.9894447),aeroway,aerodrome
Aeródromo Fazenda Café no Bule,POINT (-53.8258324 -19.8152771),aeroway,aerodrome
Aeródromo Estância Miranda,POINT (-57.1438904 -21.914444),aeroway,aerodrome
