data,semana,tweets na semana,casos de covid na semana,cidade
16-06,26,0.47619047619047616,0.606181934657271,Rio de Janeiro
22-06,27,0.7142857142857143,0.6053811659192825,Rio de Janeiro
29-06,28,1.0,0.4327354260089686,Rio de Janeiro
06-07,29,0.42857142857142855,0.41063420884048685,Rio de Janeiro
13-07,30,0.7142857142857143,0.3419282511210762,Rio de Janeiro
20-07,31,0.23809523809523808,0.40390775144138374,Rio de Janeiro
10-08,32,0.7142857142857143,1.0,Rio de Janeiro
18-08,33,0.47619047619047616,0.9461883408071748,Rio de Janeiro
24-08,34,0.47619047619047616,0.5574951953875721,Rio de Janeiro
01-09,35,0.23809523809523808,0.48654708520179374,Rio de Janeiro
07-09,36,0.09523809523809523,0.28187059577194107,Rio de Janeiro
15-09,37,0.0,0.4368994234465087,Rio de Janeiro
21-09,38,0.09523809523809523,0.0,Rio de Janeiro
16-06,26,0.8461538461538461,0.592140921409214,Curitiba
22-06,27,0.8461538461538461,0.8262872628726288,Curitiba
29-06,28,0.3076923076923077,0.816260162601626,Curitiba
06-07,29,1.0,0.6981029810298103,Curitiba
13-07,30,0.8461538461538461,1.0,Curitiba
20-07,31,0.23076923076923078,0.7831978319783198,Curitiba
10-08,32,0.38461538461538464,0.7154471544715447,Curitiba
18-08,33,0.0,0.5560975609756098,Curitiba
24-08,34,0.07692307692307693,0.6639566395663956,Curitiba
01-09,35,0.3076923076923077,0.6902439024390243,Curitiba
07-09,36,0.15384615384615385,0.5428184281842818,Curitiba
15-09,37,0.07692307692307693,0.5734417344173441,Curitiba
21-09,38,0.0,0.0,Curitiba
16-06,26,0.3333333333333333,0.6005176876617774,Belo Horizonte
22-06,27,0.42857142857142855,0.6804716709807305,Belo Horizonte
29-06,28,0.47619047619047616,0.7822835777969513,Belo Horizonte
06-07,29,0.5714285714285714,0.913143514524015,Belo Horizonte
13-07,30,1.0,0.7699165947656025,Belo Horizonte
20-07,31,0.38095238095238093,1.0,Belo Horizonte
10-08,32,0.47619047619047616,0.8651136036813345,Belo Horizonte
18-08,33,0.19047619047619047,0.7069312625826862,Belo Horizonte
24-08,34,0.5714285714285714,0.5907391429393155,Belo Horizonte
01-09,35,0.14285714285714285,0.4161633592177164,Belo Horizonte
07-09,36,0.23809523809523808,0.5625539257981018,Belo Horizonte
15-09,37,0.09523809523809523,0.5084843255680184,Belo Horizonte
21-09,38,0.0,0.0,Belo Horizonte
16-06,26,0.6,0.7948148148148149,Guarulhos
22-06,27,0.2,1.0,Guarulhos
29-06,28,0.2,0.7622222222222222,Guarulhos
06-07,29,0.6,0.8022222222222222,Guarulhos
13-07,30,1.0,0.86,Guarulhos
20-07,31,0.4,0.6711111111111111,Guarulhos
10-08,32,0.6,0.9355555555555556,Guarulhos
18-08,33,0.0,0.9733333333333334,Guarulhos
24-08,34,0.0,0.6140740740740741,Guarulhos
01-09,35,0.2,0.6814814814814815,Guarulhos
07-09,36,0.0,0.4318518518518519,Guarulhos
15-09,37,0.2,0.5466666666666666,Guarulhos
21-09,38,0.0,0.0,Guarulhos
16-06,26,0.7058823529411765,0.5885033298282509,Campinas
22-06,27,0.6470588235294118,0.7252015422362426,Campinas
29-06,28,0.8823529411764706,0.5061338941465124,Campinas
06-07,29,0.6470588235294118,0.9919383105502979,Campinas
13-07,30,1.0,0.9004556607080266,Campinas
20-07,31,0.6470588235294118,0.8257974062390466,Campinas
10-08,32,0.47058823529411764,1.0,Campinas
18-08,33,0.17647058823529413,0.6312653347353663,Campinas
24-08,34,0.0,0.5464423413950228,Campinas
01-09,35,0.0,0.5334735366281108,Campinas
07-09,36,0.17647058823529413,0.2611286365229583,Campinas
15-09,37,0.17647058823529413,0.3901156677181914,Campinas
21-09,38,0.0,0.0,Campinas
16-06,26,0.0,0.61198738170347,Cotia
22-06,27,0.4,0.6246056782334385,Cotia
29-06,28,0.4,0.4479495268138801,Cotia
06-07,29,0.6,0.722397476340694,Cotia
13-07,30,0.4,0.8422712933753943,Cotia
20-07,31,0.0,0.7539432176656151,Cotia
10-08,32,1.0,1.0,Cotia
18-08,33,0.0,0.8264984227129337,Cotia
24-08,34,0.0,0.5772870662460567,Cotia
01-09,35,0.0,0.4416403785488959,Cotia
07-09,36,0.0,0.2870662460567823,Cotia
15-09,37,0.0,0.4037854889589905,Cotia
21-09,38,0.0,0.0,Cotia
16-06,26,1.0,1.0,Vila Velha
22-06,27,0.4,0.9675270607826811,Vila Velha
29-06,28,0.6,0.7935054121565362,Vila Velha
06-07,29,0.0,0.575353871773522,Vila Velha
13-07,30,0.2,0.6178184845961698,Vila Velha
20-07,31,0.6,0.5803497085761865,Vila Velha
10-08,32,0.6,0.8442964196502915,Vila Velha
18-08,33,0.0,0.5878434637801832,Vila Velha
24-08,34,0.6,0.2497918401332223,Vila Velha
01-09,35,0.0,0.36636136552872606,Vila Velha
07-09,36,0.0,0.3655287260616153,Vila Velha
15-09,37,0.0,0.44296419650291424,Vila Velha
21-09,38,0.0,0.0,Vila Velha
16-06,26,0.14285714285714285,0.31086519114688127,Macapá
22-06,27,0.03571428571428571,0.3038229376257545,Macapá
29-06,28,1.0,1.0,Macapá
06-07,29,0.03571428571428571,0.6629778672032193,Macapá
13-07,30,0.03571428571428571,0.23138832997987926,Macapá
20-07,31,0.0,0.34004024144869216,Macapá
10-08,32,0.2857142857142857,0.272635814889336,Macapá
18-08,33,0.0,0.4869215291750503,Macapá
24-08,34,0.25,0.45875251509054327,Macapá
01-09,35,0.0,0.46378269617706236,Macapá
07-09,36,0.0,0.27062374245472837,Macapá
15-09,37,0.0,0.2454728370221328,Macapá
21-09,38,0.0,0.0,Macapá
16-06,26,0.0,0.0,Uberaba
22-06,27,0.0,0.08256880733944955,Uberaba
29-06,28,0.0,0.027522935779816515,Uberaba
06-07,29,0.0,0.2706422018348624,Uberaba
13-07,30,0.0,0.01834862385321101,Uberaba
20-07,31,0.0,0.2408256880733945,Uberaba
10-08,32,0.0,0.30275229357798167,Uberaba
18-08,33,0.0,0.4288990825688073,Uberaba
24-08,34,1.0,0.7247706422018348,Uberaba
01-09,35,0.0,0.5573394495412844,Uberaba
07-09,36,1.0,0.6674311926605505,Uberaba
15-09,37,0.0,1.0,Uberaba
21-09,38,0.0,0.04128440366972477,Uberaba
16-06,26,1.0,1.0,Cascavel
22-06,27,0.0,0.4661558109833972,Cascavel
29-06,28,0.0,0.5747126436781609,Cascavel
06-07,29,0.0,0.6347381864623244,Cascavel
13-07,30,0.0,0.49169859514687103,Cascavel
20-07,31,0.0,0.5325670498084292,Cascavel
10-08,32,0.0,0.3831417624521073,Cascavel
18-08,33,0.0,0.38058748403575987,Cascavel
24-08,34,1.0,0.47126436781609193,Cascavel
01-09,35,0.0,0.40357598978288634,Cascavel
07-09,36,0.0,0.3818646232439336,Cascavel
15-09,37,0.0,0.5810983397190294,Cascavel
21-09,38,0.0,0.0,Cascavel
16-06,26,0.0,0.6092436974789915,São Gonçalo
22-06,27,0.6666666666666666,0.5357142857142857,São Gonçalo
29-06,28,0.0,0.7815126050420168,São Gonçalo
06-07,29,1.0,1.0,São Gonçalo
13-07,30,0.0,0.7279411764705882,São Gonçalo
20-07,31,0.0,0.7626050420168067,São Gonçalo
10-08,32,0.0,0.6533613445378151,São Gonçalo
18-08,33,0.0,0.5084033613445378,São Gonçalo
24-08,34,0.0,0.46638655462184875,São Gonçalo
01-09,35,0.0,0.35294117647058826,São Gonçalo
07-09,36,0.0,0.42857142857142855,São Gonçalo
15-09,37,0.0,0.2867647058823529,São Gonçalo
21-09,38,0.0,0.0,São Gonçalo
