latitude,longitude,06-07,13-07,16-06,20-07,22-06,29-06,10-08,18-08,24-08,01-09,07-09,15-09,21-09,City
-22.839927888000002,-51.962191108,0,0,0,0,0,0,0,1,0,0,0,0,0,Indeterminado
-22.83671146,-51.95914198000001,0,0,0,0,0,0,0,1,0,0,0,0,0,Indeterminado
-9.77905314,-36.35302758,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-20.2453469,-42.73848864,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-22.995132522222228,-43.41152392222222,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-20.690787539999995,-50.91939582,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-14.42364312857143,-41.46319094285714,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-25.40505263333333,-49.25233451666667,0,0,0,0,0,0,1,0,0,1,2,0,0,Curitiba
-3.3623952391304357,-68.19487989130434,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-23.1964579,-45.89479932,1,0,0,0,0,0,0,0,0,0,1,0,0,São José dos Campos
-7.17518278,-34.8375755,1,0,0,0,0,0,0,0,0,1,0,0,0,João Pessoa
-24.0665183,-53.8449874,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-7.12227532,-34.85223851999999,0,0,0,0,0,1,0,0,0,0,0,0,0,João Pessoa
-7.2056012538461545,-35.90889269615385,0,0,0,0,0,0,0,0,0,0,0,0,0,Campina Grande
-21.10321476,-41.04635565,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-14.9075795,-40.83757758,0,0,0,0,0,0,0,0,0,0,0,0,0,Vitória da Conquista
-19.62553216,-43.90128176,0,0,0,1,0,0,0,0,0,0,0,0,0,Indeterminado
-14.92708902,-51.08083932,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-19.81870301,-40.28103936,0,1,2,1,0,0,0,0,0,0,0,0,0,Indeterminado
-4.27430406,-55.98824672000001,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-10.389957244444442,-37.38333136666667,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-24.6188984875,-53.3215028125,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-24.61914164,-53.32164972,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-24.61219564,-53.32119206,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-23.755253214285712,-53.280001614285716,0,0,0,0,0,0,0,0,0,0,0,0,0,Umuarama
-20.4572010125,-54.6278908875,2,0,1,1,0,0,0,0,0,0,0,0,0,Campo Grande
-18.950516116666673,-48.24789183333333,0,0,0,0,0,0,0,0,0,0,0,0,0,Uberlândia
-22.82516716,-43.3473711,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-23.006846933333332,-44.313683622222214,0,0,1,0,0,0,1,0,0,0,0,0,0,Indeterminado
-30.125960182352944,-51.96194358235294,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-9.629830299999998,-35.74137618,0,0,0,0,0,0,1,0,1,0,0,0,0,Maceió
-7.1178691857142855,-34.86661603809524,0,0,0,0,0,1,0,0,0,0,0,0,0,João Pessoa
-22.84780975555556,-47.11973525555556,0,0,0,0,0,0,0,0,0,0,0,0,0,Campinas
-5.809440333333334,-38.301626455555564,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-9.552094657142858,-35.72775721428572,0,0,0,0,0,0,0,0,0,0,0,0,0,Maceió
-4.0919705,-63.14061692,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-22.863418825,-47.1532614625,0,0,0,0,0,0,0,0,0,0,0,0,0,Campinas
-23.6930754375,-46.5538475875,0,0,0,0,0,0,0,0,0,0,0,0,0,São Bernardo do Campo
-23.69075777619048,-46.54782763809524,0,0,0,0,0,2,0,0,0,0,0,0,0,São Bernardo do Campo
-22.87340334,-43.20919308,0,0,0,0,0,0,0,0,0,0,0,0,0,Rio de Janeiro
-18.8913278875,-48.2857644625,0,0,0,0,0,0,0,0,0,0,0,0,0,Uberlândia
-22.970336033333336,-53.29323795,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-15.807005288888886,-48.129965322222226,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-23.07922111,-53.48475860999999,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-23.08763958571429,-53.484030957142856,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-6.431725983333332,-36.649144466666655,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-12.934798983333335,-38.5075031,1,0,0,0,0,0,0,1,0,1,1,0,1,Salvador
-23.4734006,-53.08538864285714,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-23.71060294,-46.56806204,1,2,0,0,1,0,0,0,0,0,0,1,0,São Bernardo do Campo
-22.9681292,-44.30036368,0,0,0,0,0,0,0,0,0,0,0,0,0,Angra dos Reis
-16.680745288888883,-49.252418244444435,0,0,0,0,0,0,0,0,0,0,0,0,0,Goiânia
-29.214544214285716,-52.02571115714285,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-27.504455066666665,-48.64435102499999,1,1,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-13.0361163,-46.77698787999999,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-23.764146899999997,-53.31935946,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-23.76514888333333,-53.31509563333334,0,0,0,0,0,0,0,0,0,0,0,0,0,Umuarama
-23.763330333333336,-53.314302444444436,0,0,0,0,0,0,0,0,0,0,0,0,0,Umuarama
-11.07439414,-37.72521986,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-11.07108412,-37.7251606,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-3.095969338095238,-60.05821999047618,0,0,0,0,0,0,0,0,0,0,0,0,0,Manaus
-3.0938771500000004,-60.058190344444455,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-22.918258845454545,-43.37401772727273,0,0,0,0,1,0,0,0,0,0,0,0,0,Rio de Janeiro
-13.75836428888889,-41.77288632777777,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-10.7136875,-38.17532283333333,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-4.090535951724139,-63.148231096551726,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-22.92901727368421,-43.063841336842096,0,0,0,0,0,0,0,1,0,0,0,0,0,Niterói
-22.92923005,-43.06403688333334,0,0,0,0,0,0,0,1,0,0,0,0,0,Niterói
-10.28554088,-37.02113804,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-9.411333972000001,-36.632996156,0,1,1,0,0,1,0,1,0,0,0,0,0,Indeterminado
-17.861257216666672,-42.85074735,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-17.85799235,-42.864087133333335,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-15.642182280000005,-47.81856424,0,2,1,0,0,2,1,0,0,0,0,2,2,Indeterminado
-23.66013058333333,-46.53270325,1,0,1,2,0,0,2,0,0,0,0,0,1,Santo André
-25.73982364,-49.70700664,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-10.9026384625,-37.0628054625,0,0,0,0,0,1,0,1,1,1,0,0,0,Aracaju
-10.90378475,-37.063669266666665,0,0,0,0,0,1,0,1,1,1,0,0,0,Aracaju
-10.922619585714283,-37.05280425714285,1,0,0,0,0,0,0,1,0,0,0,0,0,Aracaju
-20.753047599999988,-42.88444662333333,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-10.90492971,-37.06695108,0,0,0,0,0,1,0,1,1,1,0,0,0,Aracaju
-22.923184112500003,-43.369136175,1,0,0,0,0,0,0,0,0,0,0,0,0,Rio de Janeiro
-10.738673780000004,-37.81248742,0,0,0,0,1,2,0,0,0,0,0,0,0,Indeterminado
-9.66037396,-35.71392120000001,1,0,1,1,0,0,1,0,2,0,0,0,0,Maceió
-20.76208928,-42.86175244,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-20.74511808571429,-42.88046741428571,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-20.51253858,-47.37916829999999,0,0,0,0,0,0,0,0,0,0,0,0,0,Franca
-23.65455845555556,-46.57324598888889,0,1,0,0,0,1,0,0,0,0,1,0,1,São Bernardo do Campo
-23.74458945333333,-46.564146726666664,0,0,0,0,0,1,0,0,0,0,0,0,0,São Bernardo do Campo
-20.53802186,-47.39864568,0,0,0,0,2,0,0,1,0,0,0,0,0,Franca
-10.797936300000002,-55.46174739999999,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-23.21574606315789,-44.712994436842095,0,0,0,2,0,0,0,0,0,0,2,0,0,Indeterminado
-20.50850864545455,-47.39978839090909,0,0,0,0,0,0,0,0,0,0,0,0,0,Franca
-23.69221368,-46.5550434,0,0,0,0,0,1,0,0,0,0,0,0,0,São Bernardo do Campo
-9.66918771764706,-37.79434662352941,2,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-9.66174114,-37.79074426,2,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-19.52284558333333,-42.61235656666667,0,0,0,1,0,0,0,0,2,1,0,0,0,Coronel Fabriciano
-3.8282535,-49.6735221,0,0,0,0,0,0,0,0,0,0,0,0,0,Tucuruí
-23.7271734,-46.54857755,0,0,0,0,0,0,0,0,1,0,0,0,0,Indeterminado
-21.61171804,-45.57197523999999,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-22.897719192857146,-43.56973297857144,0,0,0,0,0,0,0,0,1,0,0,0,0,Rio de Janeiro
-22.925699429411765,-43.31612625294117,0,0,0,0,0,0,0,0,0,0,0,0,0,Rio de Janeiro
-20.36805949090909,-45.66417705454546,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-9.423489966666667,-36.64386141666667,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-22.927657161538463,-43.25274447692308,0,0,0,0,0,0,0,0,1,0,0,0,0,Rio de Janeiro
-19.549903571428572,-42.64347604285714,1,0,0,0,0,1,0,0,0,0,0,0,0,Indeterminado
-2.9854957200000003,-60.00268742000001,0,0,0,0,0,0,0,0,0,0,0,0,0,Manaus
-19.7331568375,-45.2505244625,3,1,2,0,2,0,1,1,0,0,0,0,0,Indeterminado
-6.642154700000002,-51.992116214285716,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-25.411710475,-49.25692305000001,0,0,1,0,0,0,1,0,0,1,0,0,0,Curitiba
-21.98216108,-46.79533848,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-27.333233185714285,-53.06245994285715,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-22.51879962666667,-43.19376684666667,1,0,0,2,1,0,0,0,0,0,1,0,0,Petrópolis
-23.463073516666668,-46.51981376666666,0,0,0,1,0,0,0,0,0,0,0,0,0,Guarulhos
-16.606935357142856,-49.33620378571428,0,0,0,0,0,0,0,0,0,0,0,0,0,Goiânia
-20.54123574,-47.4237903,0,0,0,1,2,0,0,1,0,0,0,0,0,Franca
-16.62124576,-49.28619874,0,0,0,0,0,0,0,0,1,0,0,0,0,Goiânia
-23.76426591666667,-53.31530143333333,0,0,0,0,0,0,0,0,0,0,0,0,0,Umuarama
-23.76689857142857,-53.31376972857142,0,0,0,0,0,0,0,0,0,0,0,0,0,Umuarama
-23.471622790000005,-46.52877549,0,2,1,0,0,0,1,0,0,0,0,0,0,Guarulhos
-15.798221300000002,-48.13358974000001,0,0,0,0,0,0,0,0,0,0,0,0,0,Ceilândia
-15.80474054,-48.14354136,0,0,0,0,0,0,0,0,0,0,0,0,0,Ceilândia
-15.84012636,-48.11442578,0,0,0,0,0,0,0,0,1,1,0,0,0,Ceilândia
-23.68659461111111,-46.61890648888888,0,0,1,0,0,0,0,0,0,0,0,0,0,Diadema
-6.4388547375,-36.6383682,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-26.91007773,-48.659115500000006,0,0,0,0,1,0,1,0,1,1,1,0,1,Indeterminado
-30.061725103571426,-51.178721939285715,0,0,0,0,1,0,0,0,1,0,0,0,0,Porto Alegre
-20.2364736,-42.81655849999999,0,0,0,0,0,0,0,0,0,0,0,1,0,Indeterminado
-5.79405652,-35.20573284,3,0,0,0,0,1,1,0,0,0,0,1,0,Natal
-18.9275387,-48.23851478,1,0,0,0,0,1,0,0,0,0,0,0,0,Uberlândia
-29.70957388333333,-53.72728831666666,0,0,0,0,0,0,1,0,0,0,0,0,0,Santa Maria
-23.547768772727274,-46.59984654545454,0,0,2,0,0,0,0,0,1,0,0,0,0,São Paulo
-23.55176584,-46.58520427999999,0,1,0,0,0,0,0,0,0,0,1,0,0,São Paulo
-15.853347416666665,-48.07339331666666,0,0,0,0,0,0,0,0,0,0,0,0,0,Samambaia
-15.85420138,-48.07517064,0,1,0,1,0,0,0,0,0,0,1,0,0,Samambaia
-15.849775371428573,-47.95138711428571,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-27.582475980000005,-48.54061504,0,0,0,2,0,0,0,0,0,0,0,0,0,Florianópolis
-22.835284100000006,-42.13812422,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-23.11471306,-46.55022278,0,0,0,0,0,0,0,0,0,0,1,0,0,Atibaia
-18.42114838,-49.22270002000001,0,0,0,1,0,0,0,1,0,1,0,1,0,Itumbiara
-27.64719956,-52.26344688,0,0,0,0,0,0,0,0,0,0,0,0,1,Erechim
-29.694460999999997,-53.77783816,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-24.00786132,-48.34700134,1,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-20.237059196153844,-40.27927320769231,0,0,0,0,0,0,0,0,0,0,0,0,0,Serra
-20.236576240476197,-40.278733369047615,0,0,0,0,0,0,0,0,0,0,0,0,0,Serra
-2.76207526,-42.27516364,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-20.1734818,-45.70508134285714,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-24.005839794444448,-53.14584911666667,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-29.70165236,-53.87479182,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Maria
-23.740778460000005,-46.59804471333334,0,0,0,0,0,0,0,0,0,0,0,0,0,São Bernardo do Campo
-18.91404248,-48.28573175999999,0,0,0,1,0,0,0,1,0,0,0,0,0,Uberlândia
-23.20136453333333,-45.90268498333333,0,0,1,0,0,0,0,1,0,0,0,0,0,São José dos Campos
-18.929552614285715,-48.2444885,1,0,0,0,0,1,0,0,0,0,0,0,0,Uberlândia
-25.579120028571428,-49.392622300000006,0,0,0,0,0,0,0,0,0,0,0,0,0,Araucária
-20.1408576,-45.50797193999999,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-15.87856036,-48.06912088,0,0,0,0,0,0,0,0,0,0,0,0,0,Samambaia
-23.01241258,-44.54049644000001,1,1,0,0,0,0,0,0,0,0,0,0,0,Angra dos Reis
-18.8821087875,-48.26004035,0,0,0,0,0,0,0,0,0,0,0,0,0,Uberlândia
-18.8961685,-48.28365766,0,0,0,0,1,1,0,0,0,0,0,0,0,Indeterminado
-18.91257077142857,-48.27508797142857,0,0,0,1,0,0,0,0,0,0,0,0,0,Uberlândia
-25.35098292352941,-49.08226855294118,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-24.74900694,-53.71725378,0,0,0,0,0,0,0,0,0,0,0,0,0,Toledo
-24.71034986,-53.74809504,0,0,0,0,0,0,0,0,0,0,0,0,0,Toledo
-7.989022516666666,-38.29916016666667,0,0,0,1,0,1,0,0,0,0,0,0,0,Indeterminado
-14.854789157142855,-40.83965837142858,0,0,0,1,2,0,1,0,0,0,0,0,0,Vitória da Conquista
-14.85582506,-40.83978629999999,0,0,0,1,2,0,1,0,0,0,0,0,0,Vitória da Conquista
-25.53569182,-54.575387,0,0,0,0,0,0,0,1,0,0,0,0,0,Foz do Iguaçu
-21.89456656,-47.62169266,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-25.54864694,-54.58652062,0,0,0,0,0,0,0,0,0,0,0,0,0,Foz do Iguaçu
-21.92482936,-47.630469700000006,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-14.855684671428568,-40.84711072857142,0,0,0,1,2,0,1,0,0,0,0,0,0,Vitória da Conquista
-21.9018191,-47.62084992,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-4.26933246,-41.775143160000006,0,0,0,0,0,2,0,0,0,1,0,0,0,Indeterminado
-4.2689318571428565,-41.775061157142865,0,0,0,0,0,2,0,0,0,1,0,0,0,Indeterminado
-4.269430119047619,-41.77466225714286,0,0,0,0,0,2,0,0,0,1,0,0,0,Indeterminado
-22.41988296,-44.29005258,0,0,0,0,0,0,0,0,0,1,0,0,0,Indeterminado
-12.17725614,-58.40056986,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-3.1164011142857144,-60.018868114285716,0,0,0,1,1,0,0,0,0,0,0,0,0,Manaus
-22.24024465,-43.694593475,0,0,0,0,0,0,0,0,1,1,0,0,0,Indeterminado
-32.046098785714285,-52.11057924285715,0,0,0,0,0,0,0,0,0,0,0,0,0,Rio Grande
-23.73310811333333,-46.578084515555545,0,0,0,0,1,1,0,0,0,0,0,0,0,Indeterminado
-15.302922759999998,-49.60066294000001,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-21.90128072,-47.62118808,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-21.90637902,-47.60047357999999,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-21.90007597142857,-47.62822267142857,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-21.909527999999998,-47.63557634,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-17.288607759999998,-49.38059468,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-17.290076220000003,-49.37685514,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-20.08704808333333,-45.28854502222222,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-18.17864496,-49.35305630000001,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-18.01590824,-49.37586196,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-23.670937503030306,-46.5830795,0,0,0,0,0,0,0,0,0,0,0,0,1,São Bernardo do Campo
-13.000544009090907,-38.48017421363637,1,0,1,0,0,0,0,1,0,1,0,0,0,Salvador
-20.09647255,-45.29756708333333,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-23.00731528125,-46.83288194375,0,0,1,0,0,0,0,0,0,0,0,1,1,Itatiba
-22.130454877777783,-51.39327377777778,0,0,3,0,0,0,0,0,0,0,0,0,0,Indeterminado
-25.10067302352941,-50.127360441176464,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponta Grossa
-25.08904453125,-50.16176103125,0,0,1,0,0,1,0,0,0,0,0,0,0,Ponta Grossa
-25.056018427586213,-50.13588853103448,0,0,0,0,0,0,0,0,0,0,0,0,0,Ponta Grossa
0.02381636,-51.07939328,0,0,0,0,0,0,0,0,0,0,0,0,0,Macapá
-24.76385628,-53.745723,0,0,0,0,0,0,0,0,0,0,0,0,0,Toledo
-27.47218118,-48.4443033,0,0,0,0,0,0,0,0,0,0,0,0,0,Florianópolis
-18.93789438,-48.30798710000001,0,1,0,1,0,0,0,0,0,0,0,0,0,Uberlândia
-18.93811898,-48.30880012,0,1,0,1,0,0,0,0,0,0,0,0,0,Uberlândia
-18.92101588,-48.286287200000004,0,0,0,1,1,0,0,0,0,0,0,0,0,Indeterminado
-18.8880243,-48.25876916000001,0,0,0,0,0,0,0,0,0,0,0,0,0,Uberlândia
-2.241128354545455,-49.50475159090909,0,0,0,0,0,0,0,0,0,0,0,0,0,Cametá
-25.48461284,-49.29475964,0,0,0,0,0,1,0,0,0,0,0,0,0,Curitiba
-19.779255728571428,-44.07939879999999,0,0,0,0,0,0,0,0,0,0,0,0,0,Ribeirão das Neves
-23.0691674,-54.19837964000001,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-27.572854175,-48.75351994375,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-27.219389507142854,-49.64379038571428,0,0,0,1,1,0,1,1,0,0,0,0,0,Indeterminado
-23.55468304,-46.80206786,0,0,0,0,0,0,0,1,0,1,0,0,0,Osasco
-18.18504368,-42.42115084,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-19.90426438260869,-43.946674265217396,1,0,0,0,0,1,0,0,0,0,1,0,0,Belo Horizonte
-27.22575157,-49.65257401,0,0,0,1,0,0,1,0,0,0,0,0,0,Indeterminado
-18.72763286,-39.83639304,0,0,0,0,0,0,0,0,0,0,0,0,0,São Mateus
-22.87733742857143,-43.337396728571434,0,0,0,0,0,0,0,0,1,0,0,0,0,Rio de Janeiro
-19.93857996,-43.91264602,0,0,0,0,1,0,0,0,0,0,0,0,0,Belo Horizonte
-19.923517790909084,-43.93067804545455,0,2,0,0,0,0,0,0,0,0,0,0,0,Belo Horizonte
-20.34685743636364,-40.30855507272727,0,1,0,0,0,0,0,0,0,0,0,0,0,Vila Velha
-24.76241892,-53.7232734,0,0,0,0,0,0,0,0,0,0,0,0,0,Toledo
-24.75019946,-53.70872396000001,0,0,0,0,0,0,0,0,0,0,0,0,0,Toledo
-17.569147271428573,-52.557638242857145,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-30.35204122173913,-51.0021811478261,0,0,0,0,0,0,0,0,0,0,0,0,0,Viamão
-23.014765990000004,-43.4704196,0,0,0,0,0,0,0,0,1,0,0,0,0,Rio de Janeiro
-18.219062516666664,-49.72730241666667,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-21.53517937,-43.0097655,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-21.535074914285712,-43.009837328571436,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-3.7340720125,-38.5310943875,0,0,0,0,0,0,0,2,0,0,0,1,0,Fortaleza
-3.75624774,-38.52073504,0,0,0,0,1,2,0,0,0,0,0,0,0,Fortaleza
-21.53480325,-43.0145411,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-19.92085894,-43.98297258,0,0,0,0,0,0,0,0,0,0,0,0,0,Belo Horizonte
-27.08401636,-52.9977457,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-30.01433394,-51.17794656,1,0,1,0,0,1,0,0,0,0,0,0,0,Porto Alegre
-30.11918427142857,-51.20785742857142,0,0,1,0,0,0,0,0,0,0,0,0,0,Porto Alegre
-18.8566135,-41.95184576000001,1,0,1,0,0,0,0,0,1,2,0,0,0,Governador Valadares
-22.962714143181817,-47.13541332500001,0,0,0,0,0,0,0,0,0,0,0,0,0,Campinas
-14.883375859999996,-40.86205138,0,0,0,0,0,0,0,0,0,0,0,0,0,Vitória da Conquista
-23.4811889125,-46.67201485625,0,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo
-23.101024857142853,-48.92980955714286,1,0,0,0,1,0,0,0,0,0,0,0,0,Indeterminado
-12.703472300000001,-38.32330221428572,0,0,0,0,0,0,0,0,0,1,0,0,0,Indeterminado
-23.64874228,-46.7489163,1,0,0,0,0,0,0,0,0,0,0,0,0,São Paulo
-23.65541204285714,-46.70592808571429,0,0,1,0,1,3,0,0,2,0,0,0,0,São Paulo
-23.65052244,-46.70410352,0,0,1,0,1,3,0,0,0,0,0,0,0,São Paulo
-22.88128333333333,-47.08779966666666,0,0,0,0,0,0,1,0,0,0,0,0,0,Campinas
-12.700252928571427,-38.33270222857143,0,0,0,0,0,0,0,0,0,2,0,0,0,Camaçari
-7.7420141000000005,-37.99485736666667,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-23.69505798461539,-46.55337008461538,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-17.964944640000006,-50.00984106,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-19.828564195238094,-43.144059171428566,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-19.8289377875,-43.144764875,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-19.821782272727283,-43.13718394545455,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-23.492438935714286,-46.389039114285715,1,0,0,0,0,0,0,0,0,0,1,0,0,São Paulo
-25.19417086666667,-49.31113780833334,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-19.944081942857142,-43.95737441428571,1,2,0,0,0,0,0,0,0,0,0,0,0,Belo Horizonte
-19.88446258,-43.93213688,2,0,0,1,2,3,0,0,1,1,0,0,0,Belo Horizonte
-19.9150032,-43.969881580000006,0,0,0,0,0,0,0,0,0,0,0,0,0,Belo Horizonte
-23.52420778,-46.70114388,0,0,0,0,2,1,0,1,1,0,0,0,1,São Paulo
-12.7047312,-38.32667737999999,0,0,0,0,0,0,0,0,0,1,0,0,0,Camaçari
-20.909471833333328,-44.50853063333333,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-19.81514754444445,-43.154692655555564,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-23.51381872857143,-47.464650771428566,2,0,0,1,0,2,0,0,0,1,0,0,0,Sorocaba
-21.75481687333333,-43.34314817333334,0,0,0,0,0,0,0,2,2,1,0,0,0,Juiz de Fora
-29.573836554166665,-53.44381175833333,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-12.62606247142857,-38.68254727142858,0,0,0,0,0,1,0,0,0,0,0,0,0,Indeterminado
-19.22214480526316,-40.8441046631579,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-29.68704442222222,-53.81564322222222,1,0,0,1,1,1,0,0,0,0,0,0,0,Santa Maria
-6.082109279999999,-49.89595064,0,0,0,0,0,0,0,0,0,1,0,0,0,Parauapebas
-3.739298728571428,-38.47623831428571,0,1,0,0,0,0,0,0,0,0,0,0,0,Fortaleza
-29.691005299999997,-53.86251865000001,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-7.221692144444442,-35.87772563333333,0,1,0,1,1,0,0,0,0,0,0,0,0,Campina Grande
-7.22210784,-35.88772049999999,0,1,0,1,1,0,0,0,0,0,0,0,0,Campina Grande
-27.58717,-48.6114196375,0,0,0,1,1,0,0,0,0,0,0,0,0,São José
-28.045529257142853,-54.68120355714285,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-23.1987285,-45.91653585,0,0,0,0,0,0,0,1,1,0,0,0,0,São José dos Campos
-22.91179917,-43.2434847,0,0,0,0,0,0,0,0,0,0,0,0,0,Rio de Janeiro
-7.239659047058822,-35.931557500000004,0,1,0,0,0,1,0,0,0,0,0,0,0,Indeterminado
-31.44928205757576,-53.10722871818182,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-19.51403404,-41.01494826,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-17.88664288,-51.73399398,0,0,1,0,0,0,0,0,1,1,0,0,0,Jataí
-21.15528231,-48.97015753,0,0,0,0,0,0,0,0,0,0,0,0,0,Catanduva
-13.28032848,-50.15783498,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminado
-23.182766128571423,-46.892216771428565,0,0,0,0,1,0,0,0,0,0,0,0,0,Jundiaí
